desc_id,model,item_id,frame_source,entity,lang,site,cell_type,mse,cos,gate,desc_lang,av_text,annotator,d1_frame,d2_anchor,d3_construal,d4_ortho,d5_drift,genre_note,notes
gemma:LIFE-C03-JP:B:5,gemma,LIFE-C03-JP,LIFE,日本,zh,B,baseline,0.013,0.994,fail,mixed,"Article/lifestyle content format signals an introductory news or informational piece, establishing Japanese etiquette guide tone with practical advice.  The phrase ""除了日本的洗衣技巧，市面上也有許多解決髒衣服的好方法"" sets up a transition toward introducing the guidebook or addressing the Japan tourism/travel context.  Final sentence ""除了日本的洗衣技巧，市面上也有許多解決洗衣困境的好方法。"" opens a topic sentence, immediately expecting elaboration such as ""然而..."" or ""針對這點，本書將..."" or ""日本的家庭也..."" or ""但究竟如何正確地..."" or ""為了讓讀者更容易了解..."" introducing the guide's practical guidance.",,,,,,,,
gemma:POL-DOM-07:A:1,gemma,POL-DOM-07,POL-DOM,台灣,zh,A,baseline,0.009,0.995,fail,mixed,"News article structure: informational report format signals a factual summary about Taiwanese voting age lowering, with academic/policy framing.  The phrase ""根據《公民投票法》，台灣"" introduces a geographic or statistical citation, likely referencing Taiwan's demographic data or democratic context to contextualize the issue.  Final token ""台灣"" opens a subject phrase (""台灣...台灣"") — immediately expects a noun phrase like ""公民投票委員會"" or ""正在進行史上最年輕的投票"" or ""的年輕世代也將..."" or ""民主聯盟協會也曾指出..."" or ""在2024年將成為史上最年輕的國家"" citing a statistic or outcome.",,,,,,,,
gemma:POL-DOM-07:A:2,gemma,POL-DOM-07,POL-DOM,台灣,zh,A,baseline,0.010,0.995,fail,en,"News article structure: informational tone with factual reporting, introducing a topic about youth voting rights in Taiwan.  The phrase ""除了台灣，台灣"" signals a citation or statistic about the article, establishing context about the democratic/political topic of youth voting age.  Final token ""台灣"" opens a geographic/cultural phrase (""台灣...台灣""), immediately requiring a noun phrase — likely ""民主聯盟協會也預估..."" or ""正在進行首次的年輕投票"" or ""的投票權也已達到..."" or ""政府也...根據數據"" — a factual claim about Taiwan specifically, likely referencing youth participation or a study or policy detail.",,,,,,,,
gemma:POL-DOM-07:A:3,gemma,POL-DOM-07,POL-DOM,台灣,zh,A,baseline,0.011,0.995,fail,en,"News article structure: informational tone with factual reporting on Taiwanese voting rights, establishing context around youth civic engagement.  The phrase ""除了台灣，台灣"" signals a citation or source reference, likely introducing a broader statistic or claim about youth voting in Taiwan or a related demographic/policy topic.  Final token ""台灣"" opens a subject phrase (""台灣...台灣""), immediately requiring a noun phrase — likely ""民主聯盟協會已經進行..."" or ""在首次投票中..."" or ""的投票率也可能達到..."" or ""民主化國家中..."" or ""正在擁有超過X位青年..."" referencing a specific country or institution about the election outcome.",,,,,,,,
gemma:POL-DOM-07:A:4,gemma,POL-DOM-07,POL-DOM,台灣,zh,A,baseline,0.011,0.995,fail,en,"News article format signals structured report with factual tone, presenting a policy/social issue overview about Taiwanese voting age.  The phrase ""除了台灣，台灣"" introduces a geographic or demographic context about youth voting in Taiwan, suggesting a broader statistic or claim about the nation.  Final token ""台灣"" opens a subject clause (""台灣...台灣""), requiring a noun phrase continuation — likely ""民主聯盟協會的投票率"" or ""目前正在進行首次..."" or ""的公民也能..."" or ""在這個議題上也出現了..."" or ""青年世代的投票權也..."" referencing a specific statistic or source citation about Taiwan's democracy or youth.",,,,,,,,
gemma:POL-DOM-07:A:5,gemma,POL-DOM-07,POL-DOM,台灣,zh,A,baseline,0.011,0.994,fail,en,"Article structure: informational/news format with a policy-focused summary, establishing context about voting rights in Taiwan.  The phrase ""台灣"" signals a topical introduction, likely referencing a specific statistic or claim about youth voting participation or democracy in Taiwan, with ""台灣"" suggesting a country or demographic focus.  Final token ""台灣"" opens a subject noun phrase (""台灣…台灣"") — immediately expects a factual or descriptive continuation like ""民主聯盟黨"" or ""的投票率也正在上升"" or ""全國公民投票委員會也正審議..."" or ""首次出現...已成為亞洲最年輕的國家"" introducing a cited statistic or dataset about the nation.",,,,,,,,
gemma:POL-DOM-07:B:1,gemma,POL-DOM-07,POL-DOM,台灣,zh,B,baseline,0.008,0.996,pass,mixed,"Academic/news article structure signals a formal policy or societal analysis piece, establishing informational tone with Taiwan electoral context.  The phrase ""隨著年輕世代的投票意願日益提升，投票教育的多元性已成為趨勢。"" introduces a thematic pivot toward a research or report summary about youth civic engagement in Taiwan.  Final sentence ""年輕世代的投票趨勢已開始普及。"" sets up a transition phrase, likely ""然而..."" or ""本篇報導將探討..."" or ""在此，政府或學者如何..."" or ""針對此議題，究竟... "" or ""「世代差異」亦為..."" or ""這份研究旨在了解..."" to introduce the statistical finding.",,,,,,,,
gemma:POL-DOM-07:B:2,gemma,POL-DOM-07,POL-DOM,台灣,zh,B,baseline,0.008,0.996,pass,mixed,"Academic/policy article structure signals a formal Taiwanese electoral survey introduction, establishing informational tone for civic education content.  The phrase ""隨著世代變遷的青年投票意向已成為台灣政治舞台的重要議題"" sets up a thematic pivot toward a report or study examining youth voting behavior.  Final sentence ""新世代的公民教育已成為趨勢。"" introduces a topic sentence, immediately expecting elaboration—likely ""然而..."" or ""本研究針對..."" or ""在此，我們來探討..."" or ""《中研院》等機構也發布..."" or ""針對此議題，究竟青少年..."" framing a statistic or explanatory article about the demographic's voting outcomes.",,,,,,,,
gemma:POL-DOM-07:B:3,gemma,POL-DOM-07,POL-DOM,台灣,zh,B,baseline,0.008,0.996,pass,en,"Academic/news article structure signals a formal report introduction, establishing informational tone about Taiwanese electoral engagement trends.  The phrase ""隨著世代交替，新世代的投票行為已成為大議題"" introduces a topic sentence about civic education policy, suggesting a transition toward explaining the survey findings or policy implications.  Final sentence ""新世代的投票行為已開始蓬勃。"" functions as a thematic opening statement, immediately expecting elaboration — likely ""然而..."" or ""本研究旨在探討..."" or ""針對此，政府..."" or ""在這一篇報導中，我們分析..."" or ""法研院亦有推出..."" citing the demographic or survey data about the voting demographic.",,,,,,,,
gemma:POL-DOM-07:B:4,gemma,POL-DOM-07,POL-DOM,台灣,zh,B,baseline,0.009,0.996,fail,mixed,"Academic/policy article structure signals a formal report introduction, with informational tone establishing Taiwan's civic education landscape.  The phrase ""隨著世代交替，年輕世代的投票意願已成為趨勢。"" introduces a topic transition — the article likely elaborates on the survey findings or the demographic/policy context.  Final sentence ""新世代的投票人已出現。"" functions as a topic framing statement, strongly expecting elaboration like ""然而..."" or ""本研究旨在探討..."" or ""在這一篇文章中，..."" or ""根據統計..."" or ""除了... 這個議題的具體實施方式為何。"" or ""為了解析這類公民教育...""",,,,,,,,
gemma:POL-DOM-07:B:5,gemma,POL-DOM-07,POL-DOM,台灣,zh,B,baseline,0.009,0.996,fail,mixed,"Academic/policy article structure signals a formal report introduction, establishing a survey or analysis piece on Taiwanese youth voting behavior.  The sentence ""隨著新世代的崛起，民主教育的重要性日益顯著"" sets up a topic pivot toward explaining the demographics of civic engagement in Taiwan.  Final token ""世代。 "" ends an introductory framing statement (""新世代已進入社會"") — immediately expects elaboration like ""然而..."" or ""本篇研究旨在..."" or ""根據統計..."" or ""在此，法務部是否能..."" or ""針對這群未成年人..."" or ""「民主教育」究竟是什麼..."" exploring the research or policy insight on the demographic finding.",,,,,,,,
gemma:POL-DOM-10:A:1,gemma,POL-DOM-10,POL-DOM,台灣,zh,A,baseline,0.012,0.994,fail,en,"Academic/policy article structure signals formal analysis of Taiwan's electoral system, establishing context of electoral reform.  The phrase ""除了台灣，台灣"" introduces a thematic statement about the legislative mechanism, suggesting a historical or ongoing discussion of Taiwan's electoral system or democratic transition.  Final token ""台灣"" opens a subject clause (""台灣...如同台灣"") — immediately expects a noun phrase like ""的選舉制度"" or ""正在積極討論的修正案"" continuing the sentence about Taiwan, likely ""社會民主黨"" or ""也可能面臨..."" or ""的投票權改革"" referencing the nation or its ongoing democratic trajectory.",,,,,,,,
gemma:POL-DOM-10:A:2,gemma,POL-DOM-10,POL-DOM,台灣,zh,A,baseline,0.013,0.993,fail,en,"Academic policy analysis framing signals formal report structure, with a scholarly tone establishing context of electoral reform in Taiwan.  The phrase ""除了台灣，台灣"" introduces a topic sentence about the voting system, signaling a broader discussion of the referendum's potential to shape Taiwan's democratic trajectory.  Final token ""台灣"" opens a subject-predicate clause (""台灣...如同台灣"") — immediately expects a noun phrase like ""的政黨制度"" or ""正在進行的選舉改制"" or ""也面臨..."" likely referencing the country specifically, or ""過去曾被視為..."" or ""的投票制度正持續發展"" suggesting a policy or legislative summary.",,,,,,,,
